"We gratefully acknowledge the following Authors from the Originating laboratories responsible for obtaining the specimens, as well as the Submitting laboratories where the genome data were generated and shared via GISAID, on which this research is based. ",,,,,,,,,,
,,,,,,,,,,
All Submitters of data may be contacted directly via www.gisaid.org ,,,,,,,,,,
,strain,virus,gisaid_epi_isl,genbank_accession,originating_lab,submitting_lab,authors,url,title,paper_url
127566,USA/NY-QDX-1175/2020,ncov,EPI_ISL_571985,?,Quest Diagnostics,Quest Diagnostics,Rosenthal et al,https://www.gisaid.org,?,?
127569,USA/NY-QDX-1178/2020,ncov,EPI_ISL_571988,?,Quest Diagnostics,Quest Diagnostics,Rosenthal et al,https://www.gisaid.org,?,?
127575,USA/NY-QDX-1214/2020,ncov,EPI_ISL_571994,?,Quest Diagnostics,Quest Diagnostics,Rosenthal et al,https://www.gisaid.org,?,?
127585,USA/NY-QDX-1228/2020,ncov,EPI_ISL_572004,?,Quest Diagnostics,Quest Diagnostics,Rosenthal et al,https://www.gisaid.org,?,?
127596,USA/NY-QDX-1239/2020,ncov,EPI_ISL_572015,?,Quest Diagnostics,Quest Diagnostics,Rosenthal et al,https://www.gisaid.org,?,?
127609,USA/NY-QDX-1263/2020,ncov,EPI_ISL_572027,?,Quest Diagnostics,Quest Diagnostics,Rosenthal et al,https://www.gisaid.org,?,?
127611,USA/NY-QDX-1265/2020,ncov,EPI_ISL_572029,?,Quest Diagnostics,Quest Diagnostics,Rosenthal et al,https://www.gisaid.org,?,?
127616,USA/NY-QDX-134/2020,ncov,EPI_ISL_467888,MT614546.1,Quest Diagnostics,Quest Diagnostics,Anderson et al,https://www.gisaid.org,?,?
127627,USA/NY-QDX-35/2020,ncov,EPI_ISL_467899,MT614501.1,Quest Diagnostics,Quest Diagnostics,Anderson et al,https://www.gisaid.org,?,?
127657,USA/NY-QDX-864/2020,ncov,EPI_ISL_571671,?,Quest Diagnostics,Quest Diagnostics,Rosenthal et al,https://www.gisaid.org,?,?
127658,USA/NY-QDX-865/2020,ncov,EPI_ISL_571672,?,Quest Diagnostics,Quest Diagnostics,Rosenthal et al,https://www.gisaid.org,?,?
127661,USA/NY-QDX-869/2020,ncov,EPI_ISL_571675,?,Quest Diagnostics,Quest Diagnostics,Rosenthal et al,https://www.gisaid.org,?,?
127670,USA/NY-QDX-881/2020,ncov,EPI_ISL_571682,?,Quest Diagnostics,Quest Diagnostics,Rosenthal et al,https://www.gisaid.org,?,?
127698,USA/NY-SURV0475/2020,ncov,EPI_ISL_436069,MT434801.1,NYC Department of Health and Mental Hygiene,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Ying Tao et al,https://www.gisaid.org,?,?
127711,USA/NY-SURV0985/2020,ncov,EPI_ISL_436079,MT434817.1,NYC Department of Health and Mental Hygiene,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Ying Tao et al,https://www.gisaid.org,?,?
127714,USA/NY-SURV1000/2020,ncov,EPI_ISL_436082,MT434812.1,NYC Department of Health and Mental Hygiene,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Ying Tao et al,https://www.gisaid.org,?,?
127730,USA/NY-UW-MAYO27/2020,ncov,EPI_ISL_500506,?,Mayo Clinic Laboratories,University of Washington Virology Lab,Pavitra Roychoudhury et al,https://www.gisaid.org,?,?
127736,USA/NY-WC-46318-01/2020,ncov,EPI_ISL_525678,?,"Wadsworth Center, New York State Department of Health","Wadsworth Center, New York State Department of Health",Kirsten St. George et al,https://www.gisaid.org,?,?
127746,USA/NY-WCMP10C03P/2020,ncov,EPI_ISL_427562,?,NewYork-Presbyterian & Mason Lab,Mason Lab,Daniel J. Butler et al,https://www.gisaid.org,"Shotgun Transcriptome and Isothermal Profiling of SARS-CoV-2 Infection Reveals Unique Host Responses, Viral Diversification, and Drug Interactions",https://dx.doi.org/10.1101/2020.04.20.048066
127832,USA/NY-Wadsworth-10496-01/2020,ncov,EPI_ISL_426025,?,"Wadsworth Center, New York State Department.of Health","Wadsworth Center, New York State Department.of Health",Kirsten St. George et al,https://www.gisaid.org,?,?
127853,USA/NY-Wadsworth-11190-01/2020,ncov,EPI_ISL_426324,?,"Wadsworth Center, New York State Department.of Health","Wadsworth Center, New York State Department.of Health",Kirsten St. George et al,https://www.gisaid.org,?,?
127857,USA/NY-Wadsworth-11244-01/2020,ncov,EPI_ISL_525580,?,"Wadsworth Center, New York State Department of Health","Wadsworth Center, New York State Department of Health",Kirsten St. George et al,https://www.gisaid.org,?,?
127874,USA/NY-Wadsworth-11661-01/2020,ncov,EPI_ISL_529034,?,"Wadsworth Center, New York State Department of Health","Wadsworth Center, New York State Department of Health",Kirsten St. George et al,https://www.gisaid.org,?,?
127891,USA/NY-Wadsworth-12848-01/2020,ncov,EPI_ISL_525598,?,"Wadsworth Center, New York State Department of Health","Wadsworth Center, New York State Department of Health",Kirsten St. George et al,https://www.gisaid.org,?,?
127940,USA/NY-Wadsworth-27804-01/2020,ncov,EPI_ISL_426297,?,"Wadsworth Center, New York State Department.of Health","Wadsworth Center, New York State Department.of Health",Kirsten St. George et al,https://www.gisaid.org,?,?
127957,USA/NY-Wadsworth-31930-01/2020,ncov,EPI_ISL_426305,?,"Wadsworth Center, New York State Department.of Health","Wadsworth Center, New York State Department.of Health",Kirsten St. George et al,https://www.gisaid.org,?,?
127959,USA/NY-Wadsworth-32689-01/2020,ncov,EPI_ISL_525637,?,"Wadsworth Center, New York State Department of Health","Wadsworth Center, New York State Department of Health",Kirsten St. George et al,https://www.gisaid.org,?,?
127971,USA/NY-Wadsworth-36877-01/2020,ncov,EPI_ISL_525648,?,"Wadsworth Center, New York State Department of Health","Wadsworth Center, New York State Department of Health",Kirsten St. George et al,https://www.gisaid.org,?,?
127977,USA/NY-Wadsworth-39179-01/2020,ncov,EPI_ISL_525654,?,"Wadsworth Center, New York State Department of Health","Wadsworth Center, New York State Department of Health",Kirsten St. George et al,https://www.gisaid.org,?,?
127980,USA/NY-Wadsworth-40198-01/2020,ncov,EPI_ISL_525657,?,"Wadsworth Center, New York State Department of Health","Wadsworth Center, New York State Department of Health",Kirsten St. George et al,https://www.gisaid.org,?,?
127981,USA/NY-Wadsworth-41104-01/2020,ncov,EPI_ISL_525658,?,"Wadsworth Center, New York State Department of Health","Wadsworth Center, New York State Department of Health",Kirsten St. George et al,https://www.gisaid.org,?,?
127983,USA/NY-Wadsworth-41904-01/2020,ncov,EPI_ISL_525660,?,"Wadsworth Center, New York State Department of Health","Wadsworth Center, New York State Department of Health",Kirsten St. George et al,https://www.gisaid.org,?,?
127990,USA/NY-Wadsworth-44556-01/2020,ncov,EPI_ISL_525667,?,"Wadsworth Center, New York State Department of Health","Wadsworth Center, New York State Department of Health",Kirsten St. George et al,https://www.gisaid.org,?,?
127991,USA/NY-Wadsworth-44557-01/2020,ncov,EPI_ISL_525668,?,"Wadsworth Center, New York State Department of Health","Wadsworth Center, New York State Department of Health",Kirsten St. George et al,https://www.gisaid.org,?,?
127994,USA/NY-Wadsworth-44644-01/2020,ncov,EPI_ISL_525671,?,"Wadsworth Center, New York State Department of Health","Wadsworth Center, New York State Department of Health",Kirsten St. George et al,https://www.gisaid.org,?,?
127995,USA/NY-Wadsworth-45057-01/2020,ncov,EPI_ISL_525672,?,"Wadsworth Center, New York State Department of Health","Wadsworth Center, New York State Department of Health",Kirsten St. George et al,https://www.gisaid.org,?,?
127998,USA/NY-Wadsworth-46188-01/2020,ncov,EPI_ISL_525675,?,"Wadsworth Center, New York State Department of Health","Wadsworth Center, New York State Department of Health",Kirsten St. George et al,https://www.gisaid.org,?,?
128092,USA/OR-OHSU-0110/2020,ncov,EPI_ISL_509062,?,OHSU Lab Services Molecular Microbiology Lab,Oregon SARS-CoV-2 Genome Sequencing Center,Brendan L. O'Connell et al,https://www.gisaid.org,?,?
128361,USA/OR-OHSU-1131/2020,ncov,EPI_ISL_509146,?,OHSU Lab Services Molecular Microbiology Lab,Oregon SARS-CoV-2 Genome Sequencing Center,Brendan L. O'Connell et al,https://www.gisaid.org,?,?
128404,USA/OR-OHSU-1389/2020,ncov,EPI_ISL_509191,?,OHSU Lab Services Molecular Microbiology Lab,Oregon SARS-CoV-2 Genome Sequencing Center,Brendan L. O'Connell et al,https://www.gisaid.org,?,?
128442,USA/OR-OHSU-1595/2020,ncov,EPI_ISL_526551,?,OHSU Lab Services Molecular Microbiology Lab,Oregon SARS-CoV-2 Genome Sequencing Center,Brendan L. O'Connell et al,https://www.gisaid.org,?,?
128486,USA/OR-OHSU-1785/2020,ncov,EPI_ISL_526027,?,OHSU Lab Services Molecular Microbiology Lab,Oregon SARS-CoV-2 Genome Sequencing Center,Brendan L. O'Connell et al,https://www.gisaid.org,?,?
128619,USA/OR-PROV-093/2020,ncov,EPI_ISL_482364,?,Providence St. Joseph Health Molecular Genomics Laboratory,Providence St. Joseph Health Molecular Genomics Laboratory,Alexa K Dowdell et al,https://www.gisaid.org,Genomic heterogeneity and clinical characterization of SARS-CoV-2 in Oregon,https://www.medrxiv.org/content/10.1101/2020.07.30.20160069v1
128663,USA/OR-PROV-153/2020,ncov,EPI_ISL_482408,?,Providence St. Joseph Health Molecular Genomics Laboratory,Providence St. Joseph Health Molecular Genomics Laboratory,Alexa K Dowdell et al,https://www.gisaid.org,Genomic heterogeneity and clinical characterization of SARS-CoV-2 in Oregon,https://www.medrxiv.org/content/10.1101/2020.07.30.20160069v1
128679,USA/OR-PROV-174/2020,ncov,EPI_ISL_482424,?,Providence St. Joseph Health Molecular Genomics Laboratory,Providence St. Joseph Health Molecular Genomics Laboratory,Alexa K Dowdell et al,https://www.gisaid.org,Genomic heterogeneity and clinical characterization of SARS-CoV-2 in Oregon,https://www.medrxiv.org/content/10.1101/2020.07.30.20160069v1
128686,USA/OR-PROV-183/2020,ncov,EPI_ISL_482431,?,Providence St. Joseph Health Molecular Genomics Laboratory,Providence St. Joseph Health Molecular Genomics Laboratory,Alexa K Dowdell et al,https://www.gisaid.org,Genomic heterogeneity and clinical characterization of SARS-CoV-2 in Oregon,https://www.medrxiv.org/content/10.1101/2020.07.30.20160069v1
128705,USA/OR-PROV-209/2020,ncov,EPI_ISL_482450,?,Providence St. Joseph Health Molecular Genomics Laboratory,Providence St. Joseph Health Molecular Genomics Laboratory,Alexa K Dowdell et al,https://www.gisaid.org,Genomic heterogeneity and clinical characterization of SARS-CoV-2 in Oregon,https://www.medrxiv.org/content/10.1101/2020.07.30.20160069v1
129279,USA/TX-DSHS-0133/2020,ncov,EPI_ISL_522960,?,Texas Department of State Health Services,Texas Department of State Health Services,Rashmi Tuladhar et al,https://www.gisaid.org,?,?
129363,USA/TX-DSHS-0271/2020,ncov,EPI_ISL_527838,?,Texas Department of State Health Services,Texas Department of State Health Services,Bonnie Oh et al,https://www.gisaid.org,?,?
129557,USA/TX-DSHS-0486/2020,ncov,EPI_ISL_560930,?,TXDSHS,TXDSHS,Rashmi Tuladhar et al,https://www.gisaid.org,?,?
129587,USA/TX-DSHS-0517/2020,ncov,EPI_ISL_560960,?,TXDSHS,TXDSHS,Rashmi Tuladhar et al,https://www.gisaid.org,?,?
129636,USA/TX-DSHS-0570/2020,ncov,EPI_ISL_574472,?,Texas Department of State Health Services (TXDSHS),Texas Department of State Health Services (TXDSHS),Rashmi Tuladhar et al,https://www.gisaid.org,?,?
129885,USA/TX-HMH-1056/2020,ncov,EPI_ISL_542510,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
129893,USA/TX-HMH-1071/2020,ncov,EPI_ISL_542518,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
129904,USA/TX-HMH-1096/2020,ncov,EPI_ISL_542529,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
129945,USA/TX-HMH-1182/2020,ncov,EPI_ISL_542570,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
129953,USA/TX-HMH-1190/2020,ncov,EPI_ISL_542578,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
129964,USA/TX-HMH-1220/2020,ncov,EPI_ISL_542589,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
129999,USA/TX-HMH-1274/2020,ncov,EPI_ISL_542624,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
130010,USA/TX-HMH-1298/2020,ncov,EPI_ISL_542635,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
130035,USA/TX-HMH-1342/2020,ncov,EPI_ISL_542660,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
130090,USA/TX-HMH-1424/2020,ncov,EPI_ISL_542715,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
130148,USA/TX-HMH-1524/2020,ncov,EPI_ISL_542773,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
130157,USA/TX-HMH-1542/2020,ncov,EPI_ISL_542782,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
130160,USA/TX-HMH-1545/2020,ncov,EPI_ISL_542785,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
130169,USA/TX-HMH-1725/2020,ncov,EPI_ISL_542794,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
130189,USA/TX-HMH-1754/2020,ncov,EPI_ISL_542814,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
130198,USA/TX-HMH-1764/2020,ncov,EPI_ISL_542823,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
130199,USA/TX-HMH-1765/2020,ncov,EPI_ISL_542824,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
130251,USA/TX-HMH-1844/2020,ncov,EPI_ISL_542876,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
130272,USA/TX-HMH-1908/2020,ncov,EPI_ISL_542897,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
130286,USA/TX-HMH-1939/2020,ncov,EPI_ISL_542911,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
130327,USA/TX-HMH-2013/2020,ncov,EPI_ISL_545068,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
130353,USA/TX-HMH-2058/2020,ncov,EPI_ISL_545094,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
130368,USA/TX-HMH-2080/2020,ncov,EPI_ISL_545109,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
130419,USA/TX-HMH-2171/2020,ncov,EPI_ISL_545160,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
130518,USA/TX-HMH-2351/2020,ncov,EPI_ISL_545259,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
130526,USA/TX-HMH-2368/2020,ncov,EPI_ISL_545267,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
130578,USA/TX-HMH-2456/2020,ncov,EPI_ISL_545319,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
130616,USA/TX-HMH-2521/2020,ncov,EPI_ISL_545357,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
130627,USA/TX-HMH-2537/2020,ncov,EPI_ISL_545368,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
130633,USA/TX-HMH-2544/2020,ncov,EPI_ISL_545374,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
130700,USA/TX-HMH-2634/2020,ncov,EPI_ISL_545441,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
130814,USA/TX-HMH-2790/2020,ncov,EPI_ISL_545555,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
130841,USA/TX-HMH-2820/2020,ncov,EPI_ISL_543796,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
130883,USA/TX-HMH-2868/2020,ncov,EPI_ISL_543838,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
130885,USA/TX-HMH-2870/2020,ncov,EPI_ISL_543840,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
130890,USA/TX-HMH-2876/2020,ncov,EPI_ISL_543845,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
131001,USA/TX-HMH-3050/2020,ncov,EPI_ISL_543956,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
131023,USA/TX-HMH-3074/2020,ncov,EPI_ISL_543978,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
131027,USA/TX-HMH-3081/2020,ncov,EPI_ISL_543982,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
131107,USA/TX-HMH-3188/2020,ncov,EPI_ISL_544062,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
131112,USA/TX-HMH-3194/2020,ncov,EPI_ISL_544067,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
131113,USA/TX-HMH-3195/2020,ncov,EPI_ISL_544068,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
131116,USA/TX-HMH-3199/2020,ncov,EPI_ISL_544071,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
131132,USA/TX-HMH-3219/2020,ncov,EPI_ISL_544087,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
131168,USA/TX-HMH-3311/2020,ncov,EPI_ISL_544123,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
131183,USA/TX-HMH-3353/2020,ncov,EPI_ISL_544138,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
131188,USA/TX-HMH-3358/2020,ncov,EPI_ISL_544143,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
131206,USA/TX-HMH-3401/2020,ncov,EPI_ISL_544161,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
131370,USA/TX-HMH-3648/2020,ncov,EPI_ISL_543094,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
131487,USA/TX-HMH-3807/2020,ncov,EPI_ISL_543211,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
131602,USA/TX-HMH-4050/2020,ncov,EPI_ISL_543326,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
131603,USA/TX-HMH-4051/2020,ncov,EPI_ISL_543327,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
131612,USA/TX-HMH-4063/2020,ncov,EPI_ISL_543336,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
131614,USA/TX-HMH-4065/2020,ncov,EPI_ISL_543338,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
131622,USA/TX-HMH-4075/2020,ncov,EPI_ISL_543346,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
131640,USA/TX-HMH-4094/2020,ncov,EPI_ISL_543364,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
131648,USA/TX-HMH-4102/2020,ncov,EPI_ISL_543372,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
131677,USA/TX-HMH-4137/2020,ncov,EPI_ISL_543401,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
131764,USA/TX-HMH-4276/2020,ncov,EPI_ISL_543488,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
131783,USA/TX-HMH-4297/2020,ncov,EPI_ISL_543507,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
131831,USA/TX-HMH-4356/2020,ncov,EPI_ISL_543555,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
131873,USA/TX-HMH-4408/2020,ncov,EPI_ISL_543597,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
131903,USA/TX-HMH-4449/2020,ncov,EPI_ISL_543627,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
131931,USA/TX-HMH-4480/2020,ncov,EPI_ISL_543655,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
132034,USA/TX-HMH-4617/2020,ncov,EPI_ISL_543758,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
132078,USA/TX-HMH-468/2020,ncov,EPI_ISL_544251,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
132169,USA/TX-HMH-4804/2020,ncov,EPI_ISL_544342,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
132376,USA/TX-HMH-5133/2020,ncov,EPI_ISL_544549,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
132470,USA/TX-HMH-5273/2020,ncov,EPI_ISL_544643,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
132491,USA/TX-HMH-5303/2020,ncov,EPI_ISL_544664,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
132515,USA/TX-HMH-5330/2020,ncov,EPI_ISL_544688,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
132540,USA/TX-HMH-536/2020,ncov,EPI_ISL_544713,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
132547,USA/TX-HMH-5366/2020,ncov,EPI_ISL_544720,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
132646,USA/TX-HMH-5496/2020,ncov,EPI_ISL_544819,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
132695,USA/TX-HMH-557/2020,ncov,EPI_ISL_544868,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
132700,USA/TX-HMH-5575/2020,ncov,EPI_ISL_544873,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
132756,USA/TX-HMH-5643/2020,ncov,EPI_ISL_544929,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
133159,USA/TX-HMH-6209/2020,ncov,EPI_ISL_547314,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
133244,USA/TX-HMH-6335/2020,ncov,EPI_ISL_547399,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
133367,USA/TX-HMH-6510/2020,ncov,EPI_ISL_546047,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
133381,USA/TX-HMH-6530/2020,ncov,EPI_ISL_546061,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
133508,USA/TX-HMH-6714/2020,ncov,EPI_ISL_546188,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
133598,USA/TX-HMH-6838/2020,ncov,EPI_ISL_546278,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
133640,USA/TX-HMH-6885/2020,ncov,EPI_ISL_546320,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
133822,USA/TX-HMH-7100/2020,ncov,EPI_ISL_546503,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
133882,USA/TX-HMH-7168/2020,ncov,EPI_ISL_546563,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
133911,USA/TX-HMH-7198/2020,ncov,EPI_ISL_546592,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
133917,USA/TX-HMH-7207/2020,ncov,EPI_ISL_546598,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
133922,USA/TX-HMH-7214/2020,ncov,EPI_ISL_546603,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
133936,USA/TX-HMH-7235/2020,ncov,EPI_ISL_546617,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
133950,USA/TX-HMH-7259/2020,ncov,EPI_ISL_546631,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
133957,USA/TX-HMH-7269/2020,ncov,EPI_ISL_546638,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
133988,USA/TX-HMH-7312/2020,ncov,EPI_ISL_546669,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
134112,USA/TX-HMH-7482/2020,ncov,EPI_ISL_546793,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
134113,USA/TX-HMH-7484/2020,ncov,EPI_ISL_546794,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
